2025-05-06 23:32:28 | INFO | Starting scraping task for source_id: None
2025-05-06 23:32:29 | INFO | Starting job scraping at 2025-05-06 23:32:29.080257 for source_id: None
2025-05-06 23:32:29 | INFO | Found 2 active sources to scrape
2025-05-06 23:32:29 | INFO | Processing source: JobFound Portal (ID: 1)
2025-05-06 23:32:38 | SUCCESS | Driver initialized successfully
2025-05-06 23:32:38 | INFO | Network Conditions: {"downlink": 1.65, "rtt": 100, "type": "4g"}
2025-05-06 23:32:38 | INFO | Accessing https://www.jobfound.org/
2025-05-06 23:32:42 | INFO | Starting URL collection from: https://www.jobfound.org/
2025-05-06 23:32:50 | INFO | Total job URLs collected: 450
2025-05-06 23:32:50 | INFO | Function collect_job_urls took 8.24 seconds
2025-05-06 23:32:50 | INFO | Found 20 job URLs
2025-05-06 23:32:57 | INFO | Scraped: Software Engineer 1
2025-05-06 23:33:01 | INFO | Scraped: Analytics Engineer Intern
2025-05-06 23:33:05 | INFO | Scraped: Software Development Engineer
2025-05-06 23:33:09 | INFO | Scraped: Software Engineering - React & Node - Associate
2025-05-06 23:33:14 | INFO | Scraped: Software Engineer I
2025-05-06 23:33:17 | INFO | Scraped: Junior Software Engineer
2025-05-06 23:33:21 | INFO | Scraped: Software Engineer (Frontend) (Intern)
2025-05-06 23:33:25 | INFO | Scraped: Software QA Test Engineer
2025-05-06 23:33:28 | INFO | Scraped: Web Developer Associate
2025-05-06 23:33:33 | INFO | Scraped: Software Engineer
2025-05-06 23:33:34 | INFO | Function cleanup_memory took 0.12 seconds
2025-05-06 23:33:34 | INFO | Performance Metrics: {"memory_usage_percent": 56.29207988204421, "total_js_heap": 220337476, "used_js_heap": 124032548}
2025-05-06 23:33:40 | INFO | Scraped: Software Engineer - Frontend
2025-05-06 23:33:43 | INFO | Scraped: SDE -1
2025-05-06 23:33:47 | INFO | Scraped: Frontend Developer SDE I
2025-05-06 23:33:50 | INFO | Scraped: Fullstack Developer
2025-05-06 23:33:54 | INFO | Scraped: Product Analyst
2025-05-06 23:33:58 | INFO | Scraped: Frontend Developer (React)
2025-05-06 23:34:01 | INFO | Scraped: Competitive Programming Mentor
2025-05-06 23:34:05 | INFO | Scraped: Software Engineer - Python
2025-05-06 23:34:09 | INFO | Scraped: Frontend Engineer – AI
2025-05-06 23:34:17 | INFO | Scraped: Full Stack Developer: REACT
2025-05-06 23:34:17 | INFO | Performance Metrics: {"memory_usage_percent": 49.937522057310886, "total_js_heap": 241960592, "used_js_heap": 120829124}
2025-05-06 23:34:20 | INFO | Function scrape_jobs took 110.85 seconds
2025-05-06 23:34:20 | INFO | Found 20 jobs from scraping source: JobFound Portal
2025-05-06 23:34:36 | WARNING | Page load failed for https://www.jobfound.org/job/relx-is-hiring-for-software-engineer-1-or-multiple-locations-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1C6D10>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:34:36 | ERROR | Error extracting job data from https://www.jobfound.org/job/relx-is-hiring-for-software-engineer-1-or-multiple-locations-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1C6D10>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:34:52 | WARNING | Page load failed for https://www.jobfound.org/job/circles-is-hiring-for-analytics-engineer-intern-or-gurgaon-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1A3A90>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:34:52 | ERROR | Error extracting job data from https://www.jobfound.org/job/circles-is-hiring-for-analytics-engineer-intern-or-gurgaon-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1A3A90>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:35:09 | WARNING | Page load failed for https://www.jobfound.org/job/mindtickle-is-hiring-for-software-development-engineer-or-bangalore-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1A02D0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:35:09 | ERROR | Error extracting job data from https://www.jobfound.org/job/mindtickle-is-hiring-for-software-development-engineer-or-bangalore-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1A02D0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:35:25 | WARNING | Page load failed for https://www.jobfound.org/job/pwc-is-hiring-for-software-engineering-react-and-node-associate-or-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FD9FBCD0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:35:25 | ERROR | Error extracting job data from https://www.jobfound.org/job/pwc-is-hiring-for-software-engineering-react-and-node-associate-or-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FD9FBCD0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:35:41 | WARNING | Page load failed for https://www.jobfound.org/job/sibros-is-hiring-for-software-engineer-i-or-pune-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FD9FA510>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:35:41 | ERROR | Error extracting job data from https://www.jobfound.org/job/sibros-is-hiring-for-software-engineer-i-or-pune-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FD9FA510>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:35:58 | WARNING | Page load failed for https://www.jobfound.org/job/scriptures-is-hiring-for-junior-software-engineer-or-remote-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1A2410>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:35:58 | ERROR | Error extracting job data from https://www.jobfound.org/job/scriptures-is-hiring-for-junior-software-engineer-or-remote-software-engineer: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1A2410>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:36:14 | WARNING | Page load failed for https://www.jobfound.org/job/zamp-is-hiring-for-software-engineer-frontend-intern-or-freshers-frontend-development: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1C4910>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
2025-05-06 23:36:14 | ERROR | Error extracting job data from https://www.jobfound.org/job/zamp-is-hiring-for-software-engineer-frontend-intern-or-freshers-frontend-development: HTTPConnectionPool(host='localhost', port=52048): Max retries exceeded with url: /session/df6a3c7dc65742ecf0e1ac2f5df6fa65/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001C0FF1C4910>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))
